,0,400,800,1200,1600,2000
482,0.000021,0.011264,0.010716,0.010522,0.012935,0.011694
484,0.000014,0.011881,0.011042,0.011513,0.013885,0.012117
486,0.000007,0.013192,0.011937,0.012526,0.014947,0.013095
488,0.000035,0.015169,0.01331,0.014267,0.015945,0.013969
490,0.000028,0.017326,0.015945,0.014961,0.015134,0.014974
492,0,0.016445,0.015557,0.014981,0.014475,0.014073
494,0.000007,0.014433,0.01435,0.013504,0.013532,0.012734
496,0.000014,0.01195,0.012505,0.012269,0.012589,0.012595
498,0,0.012054,0.011222,0.011992,0.01367,0.012776
500,0.000014,0.012928,0.011819,0.012734,0.014024,0.013303
502,0.000014,0.013074,0.012609,0.012928,0.015411,0.013858
504,0.000007,0.01521,0.01521,0.014558,0.015474,0.015217
506,0.000007,0.017027,0.016091,0.015807,0.0146,0.014447
508,0.000007,0.014773,0.014225,0.014648,0.012845,0.013885
510,0,0.012526,0.012748,0.012575,0.012415,0.012179
512,0,0.011125,0.011708,0.012145,0.011472,0.011063
514,0.000028,0.010168,0.01211,0.012283,0.011368,0.011
516,0.000014,0.009294,0.011264,0.012901,0.010203,0.010841
518,0,0.009627,0.010515,0.012048,0.010348,0.010681
520,0,0.009232,0.010022,0.01039,0.00971,0.009634
522,0.000007,0.009329,0.009058,0.009634,0.008926,0.009356
524,0.000007,0.008018,0.008344,0.00894,0.008878,0.008316
526,0.000021,0.008732,0.008247,0.008177,0.008885,0.008698
528,0,0.008552,0.008559,0.00817,0.008607,0.008406
530,0,0.008892,0.008503,0.008684,0.008677,0.008642
532,0.000014,0.008635,0.008808,0.008836,0.00944,0.009294
534,0.000014,0.008392,0.009072,0.009398,0.009079,0.00919
536,0.000007,0.008656,0.009245,0.009259,0.008469,0.008822
538,0,0.008531,0.008684,0.008267,0.008462,0.008711
540,0,0.008469,0.008434,0.008552,0.008413,0.008219
542,0.000007,0.00858,0.007935,0.00867,0.008247,0.008482
544,0,0.00824,0.00817,0.007948,0.008517,0.008108
546,0,0.008136,0.00842,0.008538,0.009003,0.008136
548,0.000007,0.008975,0.008573,0.008628,0.009037,0.008496
550,0.000007,0.009252,0.009322,0.009051,0.009571,0.009391
552,0.000014,0.009467,0.009911,0.009169,0.009627,0.009058
554,0.000007,0.009502,0.009828,0.009738,0.009766,0.009634
556,0.000007,0.009454,0.009939,0.009793,0.009738,0.010147
558,0.000014,0.00946,0.010078,0.010064,0.010314,0.010327
560,0.000007,0.009197,0.009884,0.009773,0.009197,0.010126
562,0.000007,0.009245,0.00944,0.010397,0.009509,0.009363
564,0,0.00971,0.009051,0.008815,0.009107,0.009148
566,0.000021,0.009336,0.008947,0.009433,0.009925,0.009558
568,0,0.01091,0.010515,0.010771,0.010875,0.010494
570,0,0.01168,0.012256,0.011264,0.011153,0.011583
572,0,0.01202,0.012158,0.012075,0.012006,0.011992
574,0,0.012013,0.012249,0.011839,0.013039,0.013157
576,0.000007,0.013553,0.013365,0.013386,0.01331,0.014524
578,0.000007,0.014739,0.014087,0.014912,0.010799,0.013754
580,0,0.012991,0.012776,0.012484,0.008503,0.01073
