overflow 1ms,,
,over 300us,over 1ms
761,0.062748,0.000714
762,0.06512,0.005722
763,0.062568,0.000645
764,0.071806,0.00901
765,0.080754,0.011409
766,0.074865,0.009502
767,0.086344,0.013303
768,0.070523,0.005056
769,0.068158,0.005771
770,0.060765,0.00061
771,0.080948,0.01048
772,0.070794,0.00525
773,0.077903,0.009301
774,0.062055,0.000576
775,0.077979,0.00231
776,0.086878,0.006104
777,0.077744,0.001949
778,0.071189,0.001803
779,0.074088,0.004744
780,0.05962,0.000617
781,0.064108,0.000527
782,0.083771,0.012096
783,0.068456,0.004813
784,0.065398,0.004938
785,0.060903,0.00059
786,0.061326,0.000576
787,0.081628,0.011111
788,0.069504,0.004897
789,0.062076,0.001248
790,0.062027,0.000825
791,0.080206,0.002733
792,0.06813,0.001228
793,0.073492,0.006575
794,0.056534,0.000638
795,0.067687,0.004751
796,0.07223,0.009613
797,0.058927,0.000569
798,0.084444,0.010938
799,0.079852,0.009259
800,0.058406,0.000617
801,0.078402,0.011139
802,0.070697,0.005139
803,0.058226,0.000631
804,0.075871,0.006936
805,0.077092,0.009974
806,0.071571,0.0091
807,0.075635,0.008808
808,0.07275,0.010182
809,0.071619,0.006409
810,0.068332,0.006277
811,0.063282,0.000749
812,0.055119,0.000659
813,0.05763,0.000624
814,0.071217,0.009786
815,0.076079,0.010695
816,0.066306,0.005056
817,0.069143,0.005528
818,0.067943,0.004647
819,0.068651,0.004793
820,0.092156,0.015113
821,0.070842,0.005327
822,0.067756,0.005098
823,0.084062,0.017776
824,0.067125,0.004668
825,0.080761,0.009162
826,0.09115,0.016202
827,0.098801,0.023082
828,0.066161,0.005944
829,0.078971,0.008857
830,0.078597,0.009086
831,0.07859,0.009023
832,0.092323,0.017874
833,0.075614,0.009239
834,0.086781,0.013865
835,0.059537,0.000645
836,0.077605,0.009703
837,0.072653,0.006665
838,0.071245,0.005202
839,0.096796,0.021536
840,0.107963,0.021667
841,0.087787,0.017499
842,0.076315,0.006104
843,0.105917,0.026883
844,0.103649,0.02671
845,0.10729,0.026717
846,0.084936,0.013317
847,0.135061,0.044937
848,0.133598,0.037391
849,0.111722,0.030774
850,0.09174,0.017624
851,0.125725,0.037363
852,0.115828,0.029879
853,0.146075,0.047413
854,0.093481,0.018546
855,0.152685,0.052053
856,0.160474,0.058739
857,0.123534,0.03119
858,0.116653,0.029352
859,0.114919,0.02775
860,0.141324,0.044077
861,0.105619,0.022437
862,0.138848,0.035491
863,0.171481,0.057949
864,0.173104,0.061313
865,0.132953,0.034894
866,0.082793,0.014295
867,0.188044,0.064219
868,0.121834,0.034055
869,0.089618,0.013275
870,0.129499,0.031593
871,0.098891,0.022243
872,0.132287,0.032654
873,0.106805,0.023339
874,0.131829,0.041754
875,0.095173,0.018324
876,0.124928,0.037294
877,0.114788,0.03015
878,0.143523,0.039569
879,0.140464,0.044119
880,0.091033,0.018997
881,0.112839,0.0304
882,0.124026,0.035241
883,0.114559,0.022597
884,0.121495,0.032147
885,0.142177,0.042073
886,0.122154,0.03418
887,0.062693,0.000714
888,0.072181,0.00095
889,0.065051,0.000805
890,0.062166,0.000825
891,0.066632,0.000992
892,0.076731,0.00394
893,0.082717,0.004529
894,0.063518,0.00077
895,0.065543,0.000985
896,0.062922,0.001228
897,0.07852,0.003773
898,0.066639,0.001692
899,0.064579,0.000853
900,0.086268,0.005764
901,0.065016,0.000992
902,0.060425,0.001096
903,0.074449,0.005084
904,0.065044,0.000985
905,0.065543,0.001075
906,0.079554,0.004904
907,0.061167,0.000929
908,0.071751,0.001859
909,0.069948,0.002053
910,0.064503,0.000791
911,0.063629,0.000853
912,0.065939,0.00077
913,0.082314,0.004855
914,0.079679,0.004127
915,0.068415,0.000929
916,0.062943,0.000756
917,0.06639,0.00111
918,0.060765,0.001013
919,0.075871,0.004744
920,0.078368,0.003038
921,0.06383,0.000874
922,0.069081,0.000888
923,0.067132,0.000818
924,0.06974,0.000832
925,0.07603,0.003919
926,0.078895,0.004904
927,0.070197,0.00086
928,0.061333,0.000985
929,0.064905,0.000867
930,0.062984,0.000922
931,0.077591,0.003752
932,0.082723,0.004883
933,0.067014,0.000888
934,0.066126,0.001082
935,0.069275,0.001172
936,0.075808,0.004314
937,0.068297,0.000839
938,0.064517,0.000902
939,0.083916,0.004356
940,0.06768,0.001304
941,0.065308,0.000909
942,0.063303,0.000846
943,0.068796,0.001318
944,0.066993,0.001158
945,0.081697,0.004057
946,0.069705,0.001346
947,0.081295,0.005237
948,0.066563,0.000888
949,0.065481,0.000902
950,0.065564,0.00102
951,0.069906,0.000805
952,0.087939,0.005722
953,0.067652,0.001928
954,0.07542,0.001151
955,0.066424,0.000673
956,0.06261,0.001131
957,0.06734,0.000867
958,0.088862,0.006104
959,0.065308,0.001013
960,0.070704,0.003392
961,0.112762,0.013157
962,0.069573,0.001346
963,0.072507,0.002011
964,0.069171,0.002032
965,0.075025,0.003586
966,0.061909,0.000624
967,0.06752,0.000825
968,0.064871,0.001221
969,0.080344,0.004494
970,0.065065,0.001151
971,0.070405,0.000957
972,0.063109,0.001144
973,0.058344,0.001068
974,0.078756,0.002552
975,0.078506,0.003343
976,0.074144,0.001311
977,0.074914,0.00077
978,0.081752,0.004266
979,0.067076,0.000916
980,0.080587,0.004189
981,0.067333,0.001193
982,0.062526,0.00077
983,0.066847,0.000978
984,0.067895,0.001297
985,0.083639,0.005764
986,0.078617,0.002774
987,0.074692,0.001172
988,0.07309,0.001408
989,0.070468,0.001248
990,0.068817,0.001359
991,0.081697,0.005001
992,0.086469,0.005528
993,0.086573,0.002365
994,0.08298,0.00154
995,0.077744,0.000652
996,0.064614,0.001047
997,0.080955,0.00378
998,0.085983,0.005174
999,0.06829,0.001228
1000,0.073242,0.001151
1001,0.075649,0.000895
1002,0.07585,0.003503
1003,0.084811,0.001006
1004,0.07775,0.000916
1005,0.093758,0.004862
1006,0.075531,0.00102
1007,0.084305,0.000811
1008,0.091303,0.002511
1009,0.080469,0.00102
1010,0.074768,0.000916
1011,0.084478,0.008836
1012,0.069032,0.00068
1013,0.079783,0.005188
1014,0.067173,0.000964
1015,0.070024,0.000811
1016,0.089749,0.001186
1017,0.081357,0.000687
1018,0.096144,0.004779
1019,0.095756,0.003648
1020,0.085803,0.000624
1021,0.084437,0.00095
1022,0.085068,0.000707
1023,0.087169,0.001027
1024,0.10376,0.006305
1025,0.086122,0.004439
1026,0.103136,0.002913
1027,0.069663,0.000902
1028,0.066334,0.000978
1029,0.070593,0.001228
1030,0.079991,0.004841
1031,0.084943,0.004494
1032,0.076766,0.001207
1033,0.068831,0.001422
1034,0.071654,0.00129
1035,0.079082,0.003829
1036,0.071536,0.001117
1037,0.067721,0.000943
1038,0.096172,0.00584
1039,0.06974,0.001089
1040,0.080532,0.001221
1041,0.102525,0.006104
1042,0.076731,0.001311
1043,0.088147,0.001235
1044,0.121536,0.006943
1045,0.098919,0.001075
1046,0.116293,0.005999
1047,0.096859,0.001054
1048,0.101748,0.00095
1049,0.090894,0.000916
1050,0.085588,0.001255
1051,0.134173,0.013407
1052,0.105709,0.006131
1053,0.091941,0.001179
1054,0.092427,0.000936
1055,0.127314,0.013775
1056,0.144071,0.019989
1057,0.118838,0.013775
1058,0.092219,0.00061
1059,0.106097,0.000208
1060,0.10582,0.000222
1061,0.106888,0.000222
1062,0.098343,0.000222
1063,0.114476,0.002122
1064,0.109024,0.001956
1065,0.10806,0.000187
1066,0.105334,0.000166
1067,0.100542,0.000187
1068,0.106465,0.002428
1069,0.096755,0.000201
1070,0.098218,0.000236
1071,0.108254,0.002372
1072,0.088036,0.000257
1073,0.089472,0.000264
1074,0.142115,0.027154
1075,0.149605,0.029373
1076,0.117826,0.013123
1077,0.11535,0.007283
1078,0.099682,0.000229
1079,0.1029,0.002962
1080,0.116362,0.008607
1081,0.096796,0.000173
1082,0.097053,0.000187
1083,0.096886,0.000596
1084,0.102269,0.003045
1085,0.119948,0.006901
1086,0.103642,0.00025
1087,0.108712,0.004522
1088,0.099376,0.000194
1089,0.103247,0.000229
1090,0.110855,0.002691
1091,0.103468,0.000319
1092,0.111514,0.004987
1093,0.111438,0.000222
1094,0.113442,0.004626
1095,0.140603,0.018359
1096,0.126905,0.011312
1097,0.11664,0.006402
1098,0.118061,0.000215
1099,0.11614,0.004397
1100,0.130234,0.008538
1101,0.11666,0.000215
1102,0.115017,0.000222
1103,0.135775,0.014496
1104,0.135873,0.01014
1105,0.119136,0.004349
1106,0.125295,0.004349
1107,0.144085,0.016528
1108,0.130837,0.009363
1109,0.150937,0.018963
1110,0.13203,0.004709
1111,0.142517,0.012061
1112,0.157235,0.014322
1113,0.135644,0.009037
1114,0.141019,0.009488
1115,0.122022,0.000222
1116,0.132911,0.005015
1117,0.150507,0.007352
1118,0.139292,0.006527
1119,0.126606,0.000277
1120,0.142143,0.009003
1121,0.164781,0.019552
1122,0.132106,0.000166
1123,0.149987,0.007969
1124,0.158573,0.013657
1125,0.151721,0.009953
1126,0.156666,0.005056
1127,0.154995,0.005001
1128,0.150403,0.000194
1129,0.18828,0.019531
1130,0.181108,0.016459
1131,0.1639,0.00018
1132,0.166536,0.008913
1133,0.18407,0.008614
1134,0.18117,0.002303
1135,0.165294,0.000215
1136,0.143079,0.000153
1137,0.151672,0.006936
1138,0.146519,0.009606
1139,0.139916,0.005576
1140,0.156077,0.011611
1141,0.143557,0.004342
1142,0.150153,0.009696
1143,0.148045,0.002643
1144,0.152699,0.005486
1145,0.165107,0.016389
